epoch,accuracy,auc,f1_score,loss,val_accuracy,val_auc,val_f1_score,val_loss
0,0.12459789961576462,0.6264819502830505,0.10302214324474335,3.405301332473755,0.3614457845687866,0.8285874128341675,0.2793494462966919,2.7743775844573975
1,0.3548144996166229,0.8220707178115845,0.2953178286552429,2.6740546226501465,0.5110442042350769,0.9105598330497742,0.4316161572933197,2.2547547817230225
2,0.5136178135871887,0.9027606248855591,0.45425352454185486,2.237675666809082,0.5858433842658997,0.9408925175666809,0.5310476422309875,2.003828763961792
3,0.6075487732887268,0.9396926164627075,0.5642494559288025,1.972029447555542,0.6400602459907532,0.9566776156425476,0.5979471802711487,1.8448718786239624
4,0.6663092374801636,0.9597907662391663,0.6332812309265137,1.7930269241333008,0.6902610659599304,0.9655346274375916,0.6527645587921143,1.7325628995895386
5,0.7312888503074646,0.9731536507606506,0.7057422399520874,1.6377410888671875,0.7228915691375732,0.9726279973983765,0.6890847086906433,1.643005132675171
6,0.7686039209365845,0.9814382791519165,0.7469488978385925,1.5308352708816528,0.740963876247406,0.97694993019104,0.7080379724502563,1.5810678005218506
7,0.8076345920562744,0.9860140681266785,0.7893114686012268,1.446016550064087,0.7540160417556763,0.9789966344833374,0.7229444980621338,1.547780990600586
8,0.8346558213233948,0.9901084303855896,0.8184504508972168,1.3733060359954834,0.7650602459907532,0.9808877110481262,0.734523594379425,1.5114635229110718
9,0.8614625930786133,0.993135392665863,0.8478298187255859,1.309997797012329,0.7735943794250488,0.9824024438858032,0.7455101609230042,1.4800313711166382
10,0.881406843662262,0.9952071905136108,0.8700264692306519,1.2552456855773926,0.7745984196662903,0.982791543006897,0.7481784820556641,1.4693357944488525
11,0.9024233222007751,0.996529757976532,0.892494797706604,1.207836627960205,0.7846385836601257,0.9842018485069275,0.7604442238807678,1.439307451248169
12,0.9165773391723633,0.997555673122406,0.9094982743263245,1.1768028736114502,0.7861445546150208,0.9850185513496399,0.7619471549987793,1.4221042394638062
13,0.933519184589386,0.9983912110328674,0.9271187782287598,1.1362272500991821,0.7911646366119385,0.985076904296875,0.7673205733299255,1.4159572124481201
14,0.9387733340263367,0.9986406564712524,0.9320594668388367,1.114691972732544,0.7956827282905579,0.9853029847145081,0.7739705443382263,1.406416654586792
15,0.9541068077087402,0.9991924166679382,0.9499623775482178,1.0823934078216553,0.7961847186088562,0.9857194423675537,0.7767177820205688,1.3944711685180664
16,0.9576452970504761,0.9992204904556274,0.9531105756759644,1.0667554140090942,0.8012048006057739,0.985572338104248,0.7810075879096985,1.3881345987319946
17,0.9651511907577515,0.9995636343955994,0.9627420902252197,1.0456304550170898,0.7986947894096375,0.9863263964653015,0.7786733508110046,1.3795349597930908
18,0.9704053401947021,0.9996262192726135,0.968235194683075,1.03052818775177,0.7996987700462341,0.986280620098114,0.7815454006195068,1.3767203092575073
19,0.9741582870483398,0.9997308254241943,0.9719799160957336,1.016992449760437,0.8067269325256348,0.9866356253623962,0.7888811230659485,1.3701339960098267
20,0.9773750901222229,0.9998306035995483,0.9748253226280212,1.0012714862823486,0.8037148714065552,0.9867407083511353,0.7819972038269043,1.3655728101730347
21,0.983808696269989,0.9998641014099121,0.9821508526802063,0.9870745539665222,0.8022088408470154,0.9863508343696594,0.7807056307792664,1.360494613647461
22,0.9823075532913208,0.999880313873291,0.9800282120704651,0.9797887206077576,0.8037148714065552,0.986331045627594,0.7847614884376526,1.3656302690505981
23,0.9880977869033813,0.999931275844574,0.9871739149093628,0.9639647006988525,0.8112449645996094,0.9865659475326538,0.7941398620605469,1.347119688987732
24,0.9887411594390869,0.9999342560768127,0.9880365133285522,0.9592039585113525,0.801706850528717,0.9870467782020569,0.7834516763687134,1.349652647972107
25,0.988633930683136,0.9999490976333618,0.9877948760986328,0.9505437016487122,0.805220901966095,0.987198531627655,0.7873570919036865,1.3431169986724854
26,0.991850733757019,0.9999595880508423,0.991098165512085,0.9438530802726746,0.8092369437217712,0.9871348738670349,0.7904897928237915,1.3388819694519043
27,0.9958181381225586,0.9999774694442749,0.9953799247741699,0.9314325451850891,0.8057228922843933,0.9867576956748962,0.7840906381607056,1.3392488956451416
28,0.9924941062927246,0.9999732971191406,0.9916495680809021,0.927494466304779,0.8127509951591492,0.9867448210716248,0.7948606610298157,1.3377995491027832
29,0.9943169355392456,0.9999828934669495,0.9940170049667358,0.9222227334976196,0.8087349534034729,0.9861085414886475,0.7890644073486328,1.3353592157363892
30,0.9943169355392456,0.9999834299087524,0.9937228560447693,0.9142578840255737,0.8102409839630127,0.9866684675216675,0.79175865650177,1.3312965631484985
31,0.9959253668785095,0.9999811053276062,0.9956493377685547,0.9082494974136353,0.8102409839630127,0.986558735370636,0.7913246750831604,1.3271522521972656
32,0.9947458505630493,0.99998939037323,0.9940600991249084,0.9042001366615295,0.8087349534034729,0.986689031124115,0.7903040051460266,1.324813723564148
33,0.9964615106582642,0.9999940395355225,0.9962418675422668,0.8988596200942993,0.8057228922843933,0.9868861436843872,0.7859584093093872,1.3246252536773682
34,0.9958181381225586,0.9999843835830688,0.9954689741134644,0.8956243395805359,0.8122490048408508,0.9870298504829407,0.7951314449310303,1.3159958124160767
35,0.9972121119499207,0.9999936819076538,0.9968417882919312,0.8889192938804626,0.8192771077156067,0.9877397418022156,0.8020288348197937,1.307192325592041
36,0.9967831969261169,0.9999954104423523,0.9965023994445801,0.8861279487609863,0.8172690868377686,0.9876222014427185,0.8002488613128662,1.306679368019104
37,0.9964615106582642,0.9999921321868896,0.996218740940094,0.8834717869758606,0.8172690868377686,0.9872875809669495,0.8001914620399475,1.3024123907089233
38,0.9964615106582642,0.9999942183494568,0.9959456324577332,0.8775613903999329,0.8167670965194702,0.9873534440994263,0.7995588183403015,1.3032232522964478
39,0.9982843399047852,0.9999973177909851,0.9980829358100891,0.8742694854736328,0.8152610659599304,0.9875165820121765,0.7979092597961426,1.3019627332687378
40,0.9979627132415771,0.999998152256012,0.9979168176651001,0.8690887093544006,0.8167670965194702,0.9871869087219238,0.8014786839485168,1.3009954690933228
41,0.9981771111488342,0.999997615814209,0.9978679418563843,0.8671916127204895,0.8177710771560669,0.9877107739448547,0.8034386038780212,1.2944985628128052
42,0.9986060261726379,0.9999977350234985,0.9983830451965332,0.8645749092102051,0.8222891688346863,0.9877749085426331,0.8067290186882019,1.291153073310852
43,0.9980698823928833,0.9999968409538269,0.9977028965950012,0.8629114627838135,0.8157630562782288,0.9876843094825745,0.800419270992279,1.294727087020874
44,0.9991421699523926,0.9999993443489075,0.9989583492279053,0.8592098951339722,0.8162650465965271,0.9877766370773315,0.7995662093162537,1.2912827730178833
45,0.9986060261726379,0.9999983310699463,0.9985932111740112,0.8567933440208435,0.8172690868377686,0.9875520467758179,0.8012262582778931,1.2926619052886963
46,0.9986060261726379,0.9999987483024597,0.9983569979667664,0.8545793890953064,0.8172690868377686,0.987851619720459,0.7991557121276855,1.2900196313858032
47,0.9983915686607361,0.9999976754188538,0.9984186291694641,0.8532053828239441,0.8162650465965271,0.9877931475639343,0.7991310358047485,1.2871887683868408
48,0.9986060261726379,0.9999968409538269,0.9982537627220154,0.8535637855529785,0.8167670965194702,0.9878682494163513,0.8013723492622375,1.2853312492370605
49,0.9989277124404907,0.999995768070221,0.9988583922386169,0.8491677045822144,0.8162650465965271,0.9877268075942993,0.8003506660461426,1.2843283414840698
50,0.9987132549285889,0.9999988675117493,0.9986364841461182,0.8485350012779236,0.8162650465965271,0.9875589609146118,0.8000872135162354,1.2841514348983765
51,0.9992493987083435,0.9999987483024597,0.9991775155067444,0.8481460809707642,0.8147590160369873,0.9874133467674255,0.7990074157714844,1.2825262546539307
52,0.998498797416687,0.9999988675117493,0.9981548190116882,0.8445712327957153,0.8167670965194702,0.9877287149429321,0.8011723160743713,1.2805068492889404
53,0.9989277124404907,0.9999983310699463,0.9989304542541504,0.8443690538406372,0.8162650465965271,0.9877527356147766,0.8010862469673157,1.278762936592102
54,0.9989277124404907,0.9999991059303284,0.9988547563552856,0.8420956134796143,0.8152610659599304,0.9877906441688538,0.8001814484596252,1.2783018350601196
55,0.9988204836845398,0.9999991655349731,0.9987653493881226,0.8429304361343384,0.8167670965194702,0.9877313375473022,0.8019930124282837,1.2769428491592407
56,0.9996783137321472,0.9999996423721313,0.999655544757843,0.8405357599258423,0.8167670965194702,0.9877389073371887,0.80147385597229,1.2760279178619385
57,0.9987132549285889,0.9999974966049194,0.9986429810523987,0.8452870845794678,0.8167670965194702,0.9877016544342041,0.8015636801719666,1.2754108905792236
58,0.9991421699523926,0.9999983310699463,0.999079167842865,0.8430101275444031,0.8167670965194702,0.987637996673584,0.8017836809158325,1.2749042510986328
59,0.9986060261726379,0.999997079372406,0.9983271956443787,0.8407964110374451,0.8167670965194702,0.9877114295959473,0.8017836809158325,1.2746649980545044
