epoch,accuracy,auc,f1_score,loss,val_accuracy,val_auc,val_f1_score,val_loss
0,0.08728286623954773,0.5846651196479797,0.07118148356676102,3.5285470485687256,0.29869478940963745,0.7707408666610718,0.2558441162109375,2.9989259243011475
1,0.2765386998653412,0.7651761174201965,0.23002947866916656,2.857348918914795,0.45582330226898193,0.88551926612854,0.39086785912513733,2.440585136413574
2,0.43716490268707275,0.8682514429092407,0.3801623284816742,2.390942335128784,0.5336345434188843,0.9223840236663818,0.47802382707595825,2.1174890995025635
3,0.5314175486564636,0.9147183895111084,0.4851731061935425,2.1201324462890625,0.5918674468994141,0.94331294298172,0.548668384552002,1.9341961145401
4,0.6013296246528625,0.9406017065048218,0.5637602806091309,1.926409363746643,0.6536144614219666,0.9568395018577576,0.6197091937065125,1.7904542684555054
5,0.6579455137252808,0.9557289481163025,0.6271123290061951,1.7865221500396729,0.6832329034805298,0.963761031627655,0.6532799005508423,1.7141085863113403
6,0.6944027543067932,0.9665913581848145,0.6661720871925354,1.680681824684143,0.7088353633880615,0.9691745042800903,0.6806144118309021,1.641615390777588
7,0.7313960790634155,0.9746085405349731,0.7076454162597656,1.5826466083526611,0.7309237122535706,0.9726060032844543,0.7056297659873962,1.5870124101638794
8,0.7594895958900452,0.9807518720626831,0.7389277815818787,1.509772777557373,0.7449799180030823,0.9748596549034119,0.720435619354248,1.5515170097351074
9,0.7882264852523804,0.9837281703948975,0.7699760794639587,1.4549528360366821,0.7570281028747559,0.9776100516319275,0.73447185754776,1.5155800580978394
10,0.8087068200111389,0.9871228933334351,0.7916772365570068,1.3994169235229492,0.7645582556724548,0.9792959094047546,0.7411280274391174,1.4931130409240723
11,0.8270426988601685,0.9894877672195435,0.8115755915641785,1.3554519414901733,0.7655622363090515,0.9785615801811218,0.7414341568946838,1.4794628620147705
12,0.8487025499343872,0.991517961025238,0.8362827897071838,1.3122532367706299,0.7660642862319946,0.9801445007324219,0.7416849732398987,1.4617044925689697
13,0.8594252467155457,0.9927582144737244,0.8489135503768921,1.2826343774795532,0.7730923891067505,0.9810137748718262,0.7508370876312256,1.4505093097686768
14,0.8734720349311829,0.9943476319313049,0.8635264039039612,1.2480276823043823,0.7766064405441284,0.9803178310394287,0.7541120052337646,1.4447674751281738
15,0.8811923861503601,0.9956513047218323,0.8711398839950562,1.2240879535675049,0.7781124711036682,0.9807491898536682,0.7567448616027832,1.435444712638855
16,0.8964186310768127,0.9964191317558289,0.8883285522460938,1.1957013607025146,0.7916666865348816,0.98103928565979,0.7706413269042969,1.4275145530700684
17,0.9066051840782166,0.9972550868988037,0.8981587886810303,1.1637767553329468,0.7876505851745605,0.9814730286598206,0.7663547396659851,1.4217830896377563
18,0.9162556529045105,0.9974663853645325,0.909824788570404,1.1485828161239624,0.7876505851745605,0.981406033039093,0.7669553160667419,1.4129207134246826
19,0.9244049191474915,0.9980729818344116,0.9180797338485718,1.1300389766693115,0.7871485948562622,0.9816063642501831,0.7655566930770874,1.4135973453521729
20,0.9279434084892273,0.9983620047569275,0.9212203621864319,1.1178889274597168,0.7946786880493164,0.9822742342948914,0.7740360498428345,1.4101316928863525
21,0.9364143013954163,0.9985595941543579,0.9304096102714539,1.1032768487930298,0.7901606559753418,0.981779158115387,0.7694078683853149,1.4072378873825073
22,0.9420973658561707,0.9989413619041443,0.9363964200019836,1.087631106376648,0.7881526350975037,0.9816766977310181,0.7682842016220093,1.4090492725372314
23,0.9468153715133667,0.9991380572319031,0.941677451133728,1.0719765424728394,0.7891566157341003,0.9815121293067932,0.7687655091285706,1.4104433059692383
24,0.9498177170753479,0.9992425441741943,0.9445585012435913,1.0637680292129517,0.7871485948562622,0.9814037084579468,0.7664684057235718,1.4044444561004639
25,0.9587175846099854,0.9993661642074585,0.955085277557373,1.0459123849868774,0.7891566157341003,0.9819087386131287,0.7685441374778748,1.4031208753585815
26,0.9596825838088989,0.9994476437568665,0.9563298225402832,1.041975498199463,0.7941766977310181,0.9813963770866394,0.7736282348632812,1.404820203781128
27,0.9604331851005554,0.9995420575141907,0.9567318558692932,1.0336976051330566,0.7971887588500977,0.9818340539932251,0.7772589325904846,1.4020119905471802
28,0.9633283019065857,0.9994907975196838,0.9595940709114075,1.0302196741104126,0.7901606559753418,0.9814117550849915,0.7694242596626282,1.4048060178756714
29,0.9678318500518799,0.9996075630187988,0.9655863046646118,1.0169187784194946,0.7911646366119385,0.981313943862915,0.7688928842544556,1.4013205766677856
30,0.9699764251708984,0.999671459197998,0.9683159589767456,1.0099408626556396,0.7941766977310181,0.9819352626800537,0.7735968828201294,1.3949785232543945
31,0.9705125689506531,0.9995900988578796,0.968839704990387,1.0071583986282349,0.7916666865348816,0.9825834035873413,0.7702457308769226,1.3926693201065063
32,0.9748016595840454,0.9997270107269287,0.9731311202049255,1.0026352405548096,0.7936747074127197,0.9818021655082703,0.7726853489875793,1.3954780101776123
33,0.9753377437591553,0.9998121857643127,0.9743897914886475,0.9934211373329163,0.7961847186088562,0.9821341037750244,0.7765260934829712,1.39044189453125
34,0.9778040051460266,0.999803364276886,0.976435124874115,0.9915683269500732,0.7951807379722595,0.9820495247840881,0.774035632610321,1.3910030126571655
35,0.9793051481246948,0.9998321533203125,0.977767288684845,0.9846422076225281,0.7936747074127197,0.9821605682373047,0.7735760807991028,1.3920390605926514
36,0.9769461750984192,0.9998300075531006,0.97515469789505,0.9834011793136597,0.7956827282905579,0.9819626808166504,0.7755941152572632,1.3898427486419678
37,0.9825220108032227,0.9998618364334106,0.98081374168396,0.977322518825531,0.797690749168396,0.9820408225059509,0.7777434587478638,1.391994833946228
38,0.9809135794639587,0.9998412728309631,0.9791715741157532,0.9744313359260559,0.7936747074127197,0.9812172651290894,0.7718250155448914,1.3924843072891235
39,0.9823075532913208,0.9998620748519897,0.9810227751731873,0.97513347864151,0.7956827282905579,0.9814014434814453,0.7735646367073059,1.3885902166366577
40,0.9861677289009094,0.9998978972434998,0.9849302768707275,0.965874969959259,0.7951807379722595,0.9822512269020081,0.7746977806091309,1.3872694969177246
41,0.9842376112937927,0.9999059438705444,0.9832919836044312,0.9645313620567322,0.7971887588500977,0.9815531373023987,0.7755593061447144,1.3865550756454468
42,0.9861677289009094,0.9999171495437622,0.984739363193512,0.9628012776374817,0.7966867685317993,0.9816508293151855,0.776650607585907,1.389883041381836
43,0.9860605001449585,0.9999255537986755,0.9850195050239563,0.9585204720497131,0.7956827282905579,0.9817148447036743,0.7756057977676392,1.387378215789795
44,0.987132728099823,0.9999321699142456,0.9864419102668762,0.9580329656600952,0.7956827282905579,0.9813912510871887,0.7758612632751465,1.3887858390808105
45,0.9850954413414001,0.9999082088470459,0.9841412901878357,0.9620622396469116,0.7926706671714783,0.9812141060829163,0.7709314227104187,1.3886618614196777
46,0.985309898853302,0.9999132752418518,0.9837157130241394,0.9588726162910461,0.7956827282905579,0.9810610413551331,0.775020956993103,1.3880622386932373
47,0.9856315851211548,0.9999209642410278,0.9842425584793091,0.9568234086036682,0.7941766977310181,0.9813337922096252,0.7727797031402588,1.3885910511016846
48,0.9854171276092529,0.9999092817306519,0.9840043783187866,0.9534689784049988,0.7946786880493164,0.9812995195388794,0.7732536196708679,1.3882617950439453
49,0.9850954413414001,0.99991774559021,0.984015166759491,0.9544148445129395,0.7951807379722595,0.9812005162239075,0.7733874320983887,1.3887062072753906
50,0.987132728099823,0.99992436170578,0.98610520362854,0.9531121253967285,0.7961847186088562,0.9815163016319275,0.7751320600509644,1.3878686428070068
51,0.9902423620223999,0.9999438524246216,0.9895651340484619,0.9497792720794678,0.7981927990913391,0.9816058874130249,0.7770622968673706,1.3875945806503296
